,1,0
0,0,0
1,1,1
2,1,1
3,1,1
4,0,1
5,0,1
6,1,1
7,1,1
8,0,0
9,1,0
10,0,0
11,0,0
12,0,0
13,1,1
14,1,1
15,1,1
16,1,1
17,0,0
18,1,1
19,1,1
20,0,0
21,1,1
22,0,0
23,1,1
24,1,1
25,0,0
26,1,1
27,0,0
28,0,0
29,0,0
30,0,0
31,1,1
32,1,1
33,0,0
34,0,1
35,1,1
36,1,1
37,0,0
38,1,1
39,1,1
40,1,1
41,0,0
42,1,1
43,1,1
44,0,0
45,1,1
46,1,1
47,0,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,0,0
54,0,0
55,0,0
56,0,1
57,0,0
58,1,1
59,1,1
60,0,1
61,1,1
62,0,1
63,1,1
64,0,1
65,0,0
66,1,1
67,0,0
68,1,1
69,0,0
70,0,1
71,0,0
72,0,0
73,1,1
74,0,0
75,1,1
76,0,0
77,0,0
78,1,1
79,1,1
80,0,0
81,0,1
82,1,1
83,0,0
84,0,1
85,0,0
86,1,1
87,1,1
88,0,0
89,1,1
90,0,0
91,1,1
92,0,0
93,0,0
94,1,1
95,1,1
96,1,1
97,1,1
98,1,1
99,0,1
100,0,0
101,0,0
102,0,0
103,1,1
104,0,0
105,1,1
106,1,1
107,0,0
108,1,1
109,0,0
110,1,1
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,0,0
117,0,0
118,1,1
119,0,0
120,1,1
121,0,0
122,1,1
123,1,1
124,1,1
125,0,0
126,1,1
127,1,1
128,1,1
129,1,1
130,0,0
131,0,0
132,1,1
133,1,1
134,1,1
135,0,1
136,0,0
137,1,1
138,0,0
139,0,0
140,0,1
141,1,1
142,1,1
143,1,1
144,0,0
145,1,1
146,1,1
147,0,0
148,1,1
149,0,0
150,1,1
151,0,1
152,0,1
153,0,0
154,1,1
155,1,1
156,1,1
157,1,1
158,0,0
159,1,1
160,1,1
161,0,0
162,0,0
163,0,0
164,1,1
165,1,1
166,0,0
167,1,1
168,1,1
169,0,0
170,1,1
171,0,0
172,0,0
173,1,1
174,0,0
175,1,1
176,1,1
177,0,0
178,1,1
179,0,0
180,0,0
181,1,1
182,0,1
183,0,0
184,0,0
185,0,0
186,1,1
187,1,1
188,1,1
189,1,1
190,0,0
191,1,1
192,1,1
193,1,1
194,0,0
195,0,1
196,1,1
197,0,0
198,1,1
199,1,1
200,1,1
201,0,0
202,0,1
203,1,1
204,1,1
205,0,0
206,1,1
207,0,0
208,0,0
209,0,1
210,0,0
211,1,1
212,1,1
213,1,1
214,0,0
215,1,1
216,0,0
217,0,0
218,0,0
219,0,0
220,0,1
221,1,1
222,1,1
223,0,0
224,1,1
225,1,1
226,1,1
227,1,1
228,1,1
229,1,1
230,0,1
231,0,0
232,1,0
233,1,1
234,1,1
235,0,0
236,1,1
237,0,0
238,0,1
239,0,0
240,1,1
241,0,0
242,1,1
243,1,1
244,1,1
245,1,1
246,0,0
247,1,1
248,1,1
249,0,0
250,1,1
251,0,0
252,0,0
253,1,1
254,0,1
255,0,0
256,1,1
257,0,0
258,1,1
259,0,0
260,1,1
261,1,1
262,1,1
263,0,1
264,1,1
265,0,0
266,1,1
267,0,0
268,1,1
269,1,1
270,0,1
271,1,1
272,0,0
273,1,1
274,1,1
275,1,1
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,1,1
283,1,1
284,1,1
285,1,1
286,0,0
287,1,1
288,1,1
289,0,1
290,1,1
291,1,1
292,0,1
293,0,0
294,1,1
295,0,0
296,1,1
297,0,0
298,0,1
299,1,1
300,0,0
301,0,0
302,1,1
303,1,1
304,0,0
305,0,1
306,1,1
307,0,0
308,0,0
309,0,1
310,1,1
311,0,0
312,1,1
313,1,1
314,1,1
315,1,1
316,1,1
317,0,0
318,1,0
319,1,1
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,1,1
326,0,0
327,0,0
328,0,0
329,0,0
330,1,1
331,1,1
332,0,1
333,0,1
334,1,1
335,0,1
336,1,1
337,1,1
338,0,0
339,0,0
340,1,1
341,0,0
342,0,1
343,0,0
344,1,1
345,1,1
346,0,0
347,0,1
348,0,0
349,1,1
350,0,0
351,1,1
352,0,0
353,1,1
354,1,1
355,1,1
356,0,0
357,1,1
358,0,0
359,1,1
360,1,1
361,1,1
362,1,1
363,0,0
364,0,0
365,1,1
366,1,1
367,1,1
368,1,1
369,0,0
370,0,0
371,0,0
372,1,1
373,1,1
374,1,1
375,1,1
376,0,0
377,0,1
378,0,0
379,0,1
380,0,1
381,1,1
382,0,0
383,0,0
384,1,1
385,1,1
386,0,0
387,1,1
388,1,1
389,0,0
390,0,0
391,1,1
392,1,1
393,1,1
394,0,0
395,0,0
396,0,0
397,1,1
398,0,0
399,1,1
400,1,1
401,1,1
402,0,0
403,0,1
404,0,0
405,1,0
406,0,0
407,0,0
408,1,1
409,0,0
410,1,1
411,0,0
412,1,1
413,1,0
414,0,0
415,0,0
416,0,1
417,0,0
418,1,1
419,0,0
420,1,1
421,0,0
422,0,0
423,1,1
424,0,0
425,1,1
426,1,1
427,0,0
428,0,0
429,1,1
430,1,1
431,1,1
432,1,1
433,0,0
434,0,0
435,1,1
436,0,0
437,0,0
438,0,0
439,0,0
440,1,1
441,0,0
442,1,1
443,0,0
444,1,1
445,1,1
446,0,1
447,0,0
448,0,0
449,0,0
450,1,1
451,1,1
452,0,1
453,0,1
454,1,1
455,1,1
456,1,1
457,1,1
458,1,1
459,1,1
460,1,0
461,1,1
462,0,1
463,1,0
464,1,1
465,1,1
466,0,0
467,0,0
468,1,1
469,0,0
470,1,1
471,1,1
472,0,0
473,0,0
474,0,0
475,1,1
476,0,0
477,1,1
478,0,0
479,1,1
480,1,1
481,0,0
482,0,0
483,1,1
484,1,1
485,0,0
486,1,1
487,1,1
488,0,0
489,1,1
490,1,1
491,0,0
492,0,0
493,0,0
494,0,0
495,0,0
496,1,1
497,1,1
498,0,0
499,0,0
500,0,0
501,1,1
502,1,1
503,0,0
504,1,1
505,0,0
506,0,0
507,0,0
508,1,1
509,0,0
510,0,0
511,1,1
512,0,1
513,0,0
514,0,0
515,1,1
516,1,1
517,1,1
518,1,1
519,0,0
520,1,1
521,0,0
522,1,1
523,0,1
524,1,1
525,0,0
526,1,1
527,1,1
528,1,1
529,1,1
530,0,0
531,1,1
532,1,1
533,1,1
534,0,0
535,0,0
536,0,1
537,0,1
538,0,1
539,1,1
540,0,0
541,0,1
542,1,1
543,1,1
544,1,1
545,1,1
546,0,0
547,0,0
548,0,0
549,1,1
550,1,1
551,1,0
552,0,1
553,0,0
554,1,1
555,0,0
556,1,1
557,0,0
558,1,1
559,0,0
560,1,1
561,1,1
562,0,0
563,0,0
564,1,1
565,1,1
566,1,1
567,0,0
568,0,1
569,0,0
570,0,0
571,0,1
572,1,1
573,1,1
574,0,0
575,1,1
576,0,0
577,0,1
578,0,1
579,0,0
580,0,1
581,1,1
582,1,1
583,1,1
584,0,0
585,0,0
586,1,1
587,1,1
588,0,0
589,0,0
590,0,0
591,1,1
592,0,1
593,1,1
594,0,0
595,1,1
596,1,1
597,1,1
598,1,1
599,1,1
600,1,1
601,0,0
602,0,0
603,0,0
604,0,0
605,1,1
606,0,0
607,0,1
608,1,1
609,0,0
610,1,1
611,1,1
612,1,1
613,1,1
614,0,0
615,0,0
616,0,1
617,0,0
618,1,1
619,0,1
620,0,0
621,0,0
622,0,0
623,1,1
624,0,0
625,0,1
626,0,0
627,0,0
628,0,0
629,0,0
630,1,1
631,1,1
632,0,0
633,0,0
