,1,0
0,0,0
1,1,0
2,1,0
3,0,1
4,1,0
5,0,0
6,1,0
7,1,1
8,1,1
9,1,0
10,0,0
11,1,1
12,0,0
13,1,0
14,0,0
15,0,1
16,0,1
17,1,0
18,1,0
19,1,0
20,0,0
21,0,1
22,0,1
23,1,1
24,0,1
25,1,0
26,0,1
27,1,1
28,1,1
29,1,0
30,0,0
31,0,0
32,0,1
33,1,0
34,0,0
35,1,1
36,1,0
37,0,1
38,1,0
39,1,1
40,1,0
41,0,0
42,1,1
43,0,0
44,0,1
45,0,1
46,1,1
47,1,0
48,1,1
49,0,0
50,0,1
51,0,1
52,0,0
53,1,1
54,0,0
55,1,1
56,0,0
57,1,1
58,1,1
59,1,1
60,0,1
61,1,0
62,1,0
63,1,1
64,0,0
65,0,1
66,1,0
67,1,0
68,0,0
69,0,0
70,0,1
71,1,1
72,0,1
73,0,1
74,0,0
75,0,1
76,1,0
77,1,1
78,0,1
79,0,1
80,0,0
81,0,0
82,0,0
83,1,1
84,1,0
85,1,0
86,1,1
87,0,0
88,1,0
89,0,0
90,1,1
91,0,0
92,1,0
93,0,0
94,1,1
95,0,1
96,0,0
97,0,0
98,1,0
99,1,0
100,1,0
101,1,0
102,0,1
103,0,0
104,1,0
105,1,1
106,0,0
107,0,1
108,1,1
109,1,1
110,1,1
111,1,1
112,0,0
113,0,1
114,1,1
115,0,0
116,1,1
117,0,1
118,0,1
119,1,1
120,1,1
121,1,1
122,0,0
123,0,0
124,0,1
125,1,1
126,0,1
127,1,0
128,0,1
129,1,0
130,1,1
131,0,1
132,0,0
133,0,0
134,1,1
135,0,0
136,1,0
137,1,0
138,0,1
139,1,0
140,0,0
141,1,0
142,1,0
143,1,0
144,0,0
145,0,0
146,1,0
147,0,1
148,1,1
149,0,1
150,0,0
151,1,1
152,0,1
153,1,0
154,0,1
155,0,1
156,1,1
157,0,0
158,1,0
159,1,0
160,0,1
161,1,1
162,1,1
163,0,1
164,1,1
165,1,1
166,1,0
167,0,1
168,1,1
169,0,0
170,0,0
171,1,1
172,0,1
173,0,1
174,1,1
175,1,0
176,0,0
177,0,1
178,0,0
179,1,1
180,0,0
181,1,0
182,0,0
183,1,1
184,0,1
185,1,0
186,1,0
187,1,1
188,0,1
189,0,1
190,1,1
191,1,0
192,0,0
193,1,0
194,0,1
195,0,0
196,1,0
197,0,0
198,0,1
199,1,0
200,1,1
201,0,1
202,0,0
203,0,0
204,0,1
205,1,1
206,0,0
207,0,1
208,1,0
209,0,0
210,0,1
211,1,1
212,0,1
213,1,1
214,1,1
215,0,0
216,1,0
217,1,0
218,0,1
219,1,0
220,0,1
221,0,0
222,0,1
223,1,1
224,0,0
225,0,1
226,1,0
227,1,1
228,0,1
229,0,1
230,1,0
231,0,1
232,1,1
233,0,1
234,0,0
235,0,1
236,0,0
237,0,0
238,0,0
239,1,1
240,1,0
241,1,0
242,1,1
243,0,1
244,0,0
245,0,0
246,1,1
247,1,1
248,0,1
249,1,1
250,0,0
251,0,0
252,0,1
253,0,0
254,0,0
255,0,1
256,1,0
257,0,1
258,1,0
259,0,1
260,1,1
261,1,0
262,0,0
263,1,0
264,0,1
265,1,1
266,1,1
267,1,1
268,1,1
269,1,0
270,1,1
271,0,1
272,1,0
273,0,1
274,1,0
275,0,1
276,0,1
277,1,0
278,0,1
279,0,1
280,0,1
281,1,1
282,1,0
283,1,0
284,1,1
285,1,0
286,0,1
287,1,1
288,0,1
289,0,0
290,1,1
291,1,0
292,0,1
293,1,1
294,0,0
295,1,0
296,0,1
297,1,1
298,0,1
299,1,0
300,0,0
301,0,0
302,1,1
303,0,0
304,1,0
305,0,1
306,0,1
307,1,0
308,0,0
309,0,0
310,1,0
311,1,1
312,1,1
313,1,0
314,1,0
315,0,1
316,0,0
317,1,1
318,0,0
319,0,1
320,0,1
321,0,1
322,1,0
323,0,0
324,0,1
325,1,0
326,1,0
327,0,0
328,1,1
329,0,1
330,0,1
331,1,0
332,0,1
333,1,1
334,0,0
335,1,0
336,1,0
337,0,0
338,0,1
339,1,0
340,1,1
341,0,0
342,1,1
343,1,0
344,1,1
345,1,1
346,1,1
347,0,0
348,0,0
349,0,1
350,0,1
351,0,1
352,1,0
353,0,1
354,1,0
355,0,0
356,1,0
357,0,1
358,1,1
359,0,0
360,1,0
361,0,1
362,1,0
363,0,0
364,0,1
365,1,0
366,0,1
367,1,0
368,0,0
369,1,0
370,1,1
371,1,1
372,1,0
373,1,0
374,1,1
375,0,1
376,1,1
377,1,1
378,1,0
379,0,0
380,1,0
381,1,1
382,0,1
383,0,1
384,0,1
385,1,1
386,0,1
387,1,0
388,1,0
389,0,1
390,1,1
391,0,0
392,0,0
393,1,0
394,1,0
395,1,0
396,0,0
397,1,1
398,0,0
399,0,1
400,1,0
401,0,0
402,1,1
403,1,1
404,1,1
405,1,0
406,1,1
407,1,1
408,0,1
409,0,0
410,1,0
411,0,1
412,0,1
413,0,0
414,0,1
415,1,0
416,1,1
417,0,1
418,1,0
419,1,1
420,0,0
421,0,0
422,0,1
423,1,0
424,1,0
425,0,0
426,1,0
427,1,0
428,0,1
429,1,0
430,0,0
431,0,1
432,1,0
433,0,0
434,0,0
435,1,1
436,0,1
437,1,0
438,0,0
439,1,1
440,1,0
441,0,0
442,0,0
443,0,0
444,1,1
445,1,0
446,1,0
447,1,0
448,0,1
449,1,1
450,0,0
451,0,1
452,1,0
453,0,0
454,0,1
455,1,1
456,0,1
457,1,0
458,1,0
459,1,1
460,1,0
461,0,1
462,0,1
463,1,1
464,0,0
465,1,1
466,0,0
467,1,0
468,0,0
469,1,1
470,1,1
471,1,1
472,0,1
473,0,0
474,1,0
475,0,0
476,0,0
477,1,0
478,0,0
479,0,1
480,0,0
481,1,1
482,0,1
483,0,0
484,1,0
485,1,1
486,1,0
487,1,0
488,0,0
489,1,1
490,1,0
491,1,1
492,1,0
493,0,0
494,1,0
495,0,0
496,0,1
497,0,1
498,1,1
499,0,0
500,1,0
501,1,0
502,0,0
503,1,0
504,1,0
505,0,1
506,0,1
507,1,0
508,0,1
509,1,0
510,0,1
511,0,1
512,1,1
513,0,0
514,1,0
515,0,1
516,0,0
517,0,1
518,1,1
519,0,0
520,1,1
521,1,1
522,0,1
523,1,0
524,0,1
525,1,0
526,0,1
527,0,1
528,1,1
529,0,1
530,1,1
531,1,0
532,0,0
533,0,0
534,1,0
535,0,0
536,0,0
537,1,0
538,1,0
539,0,1
540,0,1
541,0,0
542,0,1
543,1,1
544,1,0
545,0,1
546,1,0
547,1,1
548,1,0
549,0,1
550,0,0
551,1,1
552,1,1
553,1,0
554,1,1
555,1,1
556,0,0
557,0,0
558,1,1
559,0,1
560,0,1
561,0,0
562,1,0
563,1,0
564,1,1
565,1,1
566,0,0
567,0,0
568,0,1
569,0,1
570,0,1
571,0,0
572,0,0
573,1,0
574,0,1
575,1,1
576,1,1
577,1,0
578,1,1
579,1,1
580,1,0
581,1,0
582,1,1
583,0,1
584,1,1
585,0,0
586,0,1
587,0,1
588,1,0
589,0,1
590,0,0
591,0,1
592,1,0
593,0,0
594,0,0
595,1,1
596,1,1
597,1,1
598,1,0
599,0,0
600,1,1
601,1,0
602,0,0
603,1,0
604,1,0
605,1,1
606,1,1
607,1,1
608,0,0
609,0,1
610,1,0
611,1,0
612,1,1
613,0,0
614,1,0
615,0,1
616,1,0
617,1,1
618,1,0
619,0,0
620,1,1
621,0,1
622,0,1
623,0,1
624,0,1
625,1,0
626,1,1
627,1,1
628,1,1
629,1,0
630,0,1
631,1,1
632,1,1
633,1,0
634,1,1
635,1,0
636,0,0
637,0,1
638,0,0
639,0,0
