,1,0
0,0,0
1,0,0
2,1,0
3,1,0
4,0,1
5,0,1
6,1,1
7,1,0
8,1,0
9,0,0
10,1,0
11,0,0
12,1,0
13,0,0
14,0,1
15,1,0
16,0,1
17,1,0
18,0,0
19,1,1
20,1,1
21,0,1
22,0,0
23,0,0
24,0,1
25,0,1
26,1,0
27,0,1
28,0,0
29,1,0
30,1,0
31,0,1
32,0,1
33,0,0
34,0,0
35,1,1
36,0,0
37,0,0
38,0,1
39,0,1
40,1,0
41,0,1
42,1,0
43,1,0
44,0,0
45,0,1
46,0,1
47,1,0
48,0,1
49,0,0
50,1,0
51,1,1
52,1,1
53,1,1
54,0,1
55,0,0
56,0,0
57,0,1
58,0,0
59,1,0
60,0,0
61,1,1
62,0,0
63,1,1
64,0,1
65,0,0
66,0,0
67,0,1
68,0,0
69,1,0
70,0,0
71,0,1
72,1,0
73,0,1
74,1,0
75,0,0
76,0,1
77,0,1
78,0,1
79,1,0
80,1,0
81,0,0
82,1,1
83,1,0
84,0,1
85,0,1
86,1,1
87,1,1
88,0,0
89,1,1
90,0,1
91,0,1
92,0,1
93,0,1
94,0,0
95,0,1
96,0,0
97,1,1
98,1,0
99,0,1
100,0,0
101,0,1
102,0,1
103,1,0
104,1,1
105,0,1
106,0,0
107,0,1
108,1,0
109,0,1
110,0,0
111,1,1
112,0,0
113,0,0
114,0,1
115,0,0
116,0,0
117,1,1
118,0,0
119,0,1
120,1,0
121,0,0
122,1,1
123,0,1
124,1,1
125,0,0
126,0,1
127,0,0
128,1,0
129,1,1
130,0,0
131,0,0
132,0,1
133,1,1
134,1,0
135,0,0
136,0,0
137,1,1
138,0,1
139,0,0
140,1,0
141,1,0
142,1,1
143,0,1
144,1,1
145,1,1
146,0,1
147,1,1
148,1,1
149,0,1
150,0,1
151,0,0
152,0,1
153,0,0
154,0,1
155,0,1
156,0,0
157,0,0
158,1,0
159,1,1
160,0,0
161,0,0
162,0,1
163,1,0
164,1,1
165,1,0
166,0,1
167,1,1
168,1,1
169,0,1
170,0,0
171,0,0
172,1,1
173,1,0
174,0,1
175,0,0
176,0,1
177,0,1
178,0,0
179,0,1
180,1,1
181,0,0
182,0,1
183,1,1
184,0,1
185,1,0
186,0,1
187,1,0
188,0,1
189,1,1
190,1,0
191,0,0
192,1,0
193,1,1
194,1,1
195,0,1
196,0,1
197,0,1
198,0,1
199,0,1
200,0,0
201,0,1
202,1,1
203,0,1
204,0,0
205,0,0
206,1,1
207,1,1
208,0,0
209,0,1
210,1,0
211,1,0
212,0,1
213,1,1
214,1,1
215,1,1
216,1,1
217,0,0
218,1,1
219,0,1
220,1,1
221,1,1
222,1,0
223,1,1
224,0,0
225,1,0
226,0,0
227,0,1
228,0,1
229,0,0
230,1,0
231,1,0
232,1,0
233,1,0
234,1,1
235,1,1
236,1,0
237,1,0
238,0,0
239,0,0
240,1,0
241,0,1
242,1,0
243,1,0
244,1,1
245,0,1
246,1,1
247,0,1
248,0,0
249,1,0
250,1,0
251,0,1
252,1,1
253,1,0
254,0,1
255,0,0
256,1,1
257,0,1
258,0,1
259,1,1
260,1,0
261,0,1
262,1,1
263,1,1
264,1,1
265,0,0
266,1,0
267,1,0
268,0,0
269,1,0
270,0,0
271,0,0
272,1,0
273,1,1
274,1,0
275,0,1
276,1,0
277,0,1
278,0,0
279,1,0
280,1,1
281,0,0
282,1,1
283,0,0
284,0,1
285,1,0
286,0,0
287,1,1
288,1,0
289,1,1
290,0,0
291,1,0
292,1,0
293,0,0
294,0,1
295,0,1
296,0,1
297,0,0
298,1,0
299,1,0
300,1,1
301,0,1
302,1,0
303,0,0
304,1,1
305,0,1
306,1,0
307,0,0
308,1,0
309,1,0
310,0,1
311,1,1
312,1,0
313,0,0
314,1,1
315,1,0
316,0,0
317,1,0
318,0,0
319,1,0
320,1,0
321,0,0
322,1,0
323,1,1
324,0,1
325,0,0
326,1,0
327,0,0
328,0,0
329,0,0
330,1,0
331,0,0
332,1,1
333,0,0
334,0,0
335,1,1
336,1,0
337,1,1
338,0,0
339,1,0
340,0,0
341,0,0
342,1,0
343,1,0
344,0,0
345,1,1
346,0,0
347,0,1
348,0,1
349,1,0
350,1,0
351,1,0
352,0,0
353,0,1
354,0,1
355,1,0
356,0,1
357,1,0
358,0,1
359,1,1
360,1,1
361,1,1
362,0,0
363,0,1
364,0,0
365,0,1
366,0,0
367,1,0
368,1,0
369,1,0
370,0,1
371,0,1
372,0,0
373,1,1
374,0,0
375,0,0
376,0,1
377,0,1
378,0,0
379,0,0
380,1,1
381,0,1
382,1,0
383,1,0
384,0,0
385,1,1
386,1,1
387,1,1
388,0,1
389,0,1
390,0,0
391,0,0
392,0,1
393,0,1
394,0,0
395,0,0
396,1,0
397,0,1
398,0,1
399,0,0
400,0,0
401,1,1
402,1,0
403,0,1
404,0,1
405,0,0
406,1,1
407,0,1
408,1,0
409,1,0
410,0,0
411,0,1
412,0,1
413,0,0
414,0,0
415,0,1
416,1,0
417,1,1
418,0,1
419,0,1
420,1,0
421,0,1
422,1,1
423,1,0
424,1,1
425,0,0
426,1,0
427,1,1
428,1,0
429,0,1
430,1,0
431,1,0
432,0,1
433,1,0
434,1,1
435,0,0
436,0,1
437,0,1
438,1,0
439,0,1
440,1,1
441,0,1
442,0,0
443,1,1
444,1,1
445,0,1
446,1,0
447,1,0
448,1,1
449,0,1
450,0,1
451,1,0
452,0,1
453,0,0
454,0,0
455,0,1
456,1,0
457,1,0
458,0,1
459,1,1
460,1,0
461,1,1
462,0,1
463,1,1
464,0,0
465,0,1
466,1,0
467,0,1
468,0,0
469,0,0
470,1,0
471,0,0
472,0,0
473,0,0
474,1,1
475,0,0
476,0,1
477,1,0
478,1,0
479,0,0
480,1,0
481,1,0
482,1,1
483,0,0
484,0,0
485,0,1
486,0,1
487,1,0
488,0,0
489,1,1
490,0,1
491,0,0
492,0,0
493,1,0
494,0,0
495,0,1
496,0,0
497,1,1
498,0,1
499,1,0
500,1,0
501,1,1
502,1,0
503,1,1
504,1,1
505,0,1
506,1,0
507,0,0
508,0,1
509,1,0
510,0,1
511,1,1
512,0,0
513,0,0
514,1,0
515,1,0
516,1,0
517,1,0
518,0,1
519,1,1
520,1,1
521,1,0
522,0,1
523,0,1
524,1,1
525,1,1
526,0,1
527,0,1
528,0,1
529,0,0
530,0,0
531,1,0
532,0,1
533,1,0
534,0,0
535,0,1
536,0,0
537,1,0
538,0,0
539,0,0
540,0,0
541,1,1
542,1,0
543,0,0
544,1,1
545,0,1
546,1,1
547,0,0
548,0,0
549,0,1
550,1,0
551,1,0
552,0,0
553,0,1
554,1,0
555,1,1
556,0,1
557,0,0
558,0,1
559,1,0
560,0,1
561,1,0
562,0,1
563,0,1
564,1,1
565,0,1
566,1,1
567,1,0
568,0,1
569,0,1
570,0,0
571,1,0
