,1,0
0,1,1
1,1,1
2,1,1
3,0,1
4,0,1
5,1,0
6,1,1
7,1,1
8,1,1
9,0,0
10,0,1
11,0,1
12,1,1
13,1,1
14,0,1
15,1,1
16,0,1
17,0,1
18,0,1
19,1,1
20,1,1
21,0,1
22,0,1
23,1,1
24,1,1
25,1,1
26,0,1
27,1,1
28,1,0
29,0,1
30,1,0
31,0,1
32,1,0
33,1,1
34,0,1
35,1,0
36,1,0
37,1,1
38,1,1
39,0,1
40,0,1
41,1,0
42,1,0
43,1,0
44,1,1
45,1,1
46,0,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,0
52,1,1
53,0,1
54,0,1
55,1,0
56,1,0
57,1,0
58,1,1
59,0,1
60,0,1
61,1,1
62,1,0
63,0,1
64,1,1
65,1,1
66,1,0
67,1,1
68,0,0
69,0,1
70,1,1
71,1,1
72,1,0
73,0,0
74,1,1
75,1,0
76,0,1
77,1,1
78,1,1
79,0,1
80,1,1
81,0,0
82,0,1
83,1,1
84,1,1
85,1,1
86,1,0
87,1,1
88,0,0
89,0,0
90,1,0
91,1,1
92,1,1
93,0,1
94,1,1
95,1,0
96,0,0
97,1,0
98,0,0
99,1,1
100,1,1
101,1,1
102,1,1
103,1,1
104,1,0
105,1,0
106,1,0
107,1,1
108,1,0
109,0,1
110,1,1
111,1,1
112,0,1
113,1,1
114,0,1
115,1,0
116,1,1
117,1,0
118,1,1
119,0,1
120,0,1
121,0,1
122,1,0
123,1,0
124,0,1
125,0,1
126,1,1
127,0,0
128,1,0
129,0,1
130,0,0
131,0,1
132,1,1
133,1,1
134,1,0
135,1,0
136,1,1
137,1,0
138,1,1
139,1,0
140,1,1
141,0,1
142,1,1
143,1,0
144,1,1
145,0,1
146,1,1
147,1,1
148,1,1
149,1,1
150,1,1
151,1,1
152,1,1
153,1,1
154,1,1
155,1,0
156,1,1
157,1,1
158,1,0
159,1,0
160,0,1
161,1,1
162,1,1
163,1,1
164,1,0
165,1,0
166,0,1
167,0,1
168,1,0
169,1,1
170,1,1
171,1,0
172,1,1
173,1,1
174,1,0
175,1,1
176,1,1
177,1,0
178,0,1
179,1,0
180,1,1
181,1,0
182,1,1
183,1,1
184,1,0
185,1,0
186,1,1
187,0,1
188,1,1
189,0,1
190,1,1
191,0,0
192,0,1
193,1,1
194,1,0
195,1,1
196,0,1
197,1,1
198,1,0
199,1,0
200,1,1
201,1,1
202,1,0
203,0,1
204,1,1
205,1,0
206,0,1
207,1,1
208,0,1
209,1,0
210,0,1
211,1,0
212,1,0
213,1,0
214,1,1
215,1,1
216,1,0
217,1,0
218,1,1
219,1,0
220,1,1
221,0,1
222,1,0
223,0,0
224,1,0
225,1,1
226,1,0
227,0,1
228,0,1
229,1,0
230,1,1
231,1,0
232,1,0
233,1,0
234,0,1
235,0,1
236,0,1
237,1,0
238,1,1
239,1,1
240,0,1
241,1,1
242,1,1
243,0,1
244,1,0
245,1,0
246,1,0
247,1,0
248,1,0
249,1,0
250,1,0
251,1,0
252,1,0
253,1,1
254,0,1
255,0,1
256,1,1
257,1,1
258,1,0
259,0,0
260,1,0
261,1,1
262,1,0
263,0,0
264,1,0
265,1,0
266,0,1
267,1,1
268,0,1
269,1,1
270,0,1
271,0,1
272,1,1
273,1,1
274,1,1
275,1,1
276,0,1
277,1,1
278,1,1
279,1,0
280,0,0
281,0,1
282,1,1
283,1,1
284,1,1
285,1,0
286,1,1
287,1,1
288,0,1
289,1,0
290,1,0
291,0,1
292,0,1
293,1,0
294,1,1
295,1,0
296,0,1
297,1,0
298,1,1
299,1,1
300,1,0
301,1,0
302,0,0
303,1,0
304,1,1
305,1,0
306,0,1
307,0,1
308,1,1
309,1,0
310,0,1
311,1,0
312,0,1
313,1,0
314,0,0
315,1,1
316,1,0
317,1,0
318,1,0
319,1,1
320,0,1
321,1,1
322,0,1
323,1,0
324,1,1
325,1,0
326,1,0
327,1,0
328,0,0
329,1,0
330,1,0
331,1,1
332,0,0
333,0,1
334,1,1
335,1,1
336,1,0
337,1,1
338,1,0
339,1,0
340,1,0
341,1,0
342,1,0
343,0,1
344,1,0
345,1,0
346,1,0
347,1,0
348,1,1
349,1,0
350,1,0
351,1,0
352,1,0
353,1,1
354,0,1
355,1,1
356,1,1
357,1,0
358,1,1
359,1,0
360,1,1
361,1,1
362,1,1
363,1,1
364,1,1
365,1,1
366,0,1
367,1,1
368,1,1
369,1,1
370,1,0
371,1,0
372,0,1
373,1,0
374,1,0
375,1,1
376,1,1
377,0,1
378,1,1
379,1,0
380,1,0
381,0,0
382,1,1
383,0,1
384,1,0
385,1,0
386,0,1
387,1,0
388,1,1
389,0,1
390,1,0
391,1,0
392,1,1
393,1,0
394,1,1
395,1,1
396,0,1
397,0,1
398,1,0
399,0,1
400,1,1
401,1,0
402,1,1
403,0,1
404,1,1
405,1,1
406,0,1
407,0,1
408,0,0
409,0,1
410,1,1
411,1,1
412,1,1
413,1,0
414,1,1
415,1,0
416,1,0
417,0,1
418,0,1
419,0,1
420,1,0
421,0,1
422,1,1
423,1,0
424,1,1
425,1,1
426,1,1
427,1,1
428,0,1
429,1,1
430,1,0
431,1,1
432,1,0
433,0,1
434,1,1
435,1,1
436,1,0
437,0,1
438,1,1
439,1,0
440,1,0
441,1,1
442,1,1
443,1,1
444,0,1
445,1,1
446,1,0
447,0,0
448,1,0
449,0,1
450,0,1
451,1,1
452,1,1
453,1,1
454,1,1
455,1,0
456,0,0
457,1,1
458,0,1
459,0,1
460,1,0
461,0,0
462,1,1
463,1,0
464,0,1
465,1,0
466,0,0
467,0,1
468,1,1
469,1,1
470,1,0
471,1,0
472,1,1
473,1,1
474,0,1
475,1,0
476,1,1
477,0,1
478,1,1
479,0,1
480,0,1
481,0,0
482,1,1
483,0,0
484,1,0
485,1,1
486,0,0
487,0,0
488,1,1
489,1,1
490,1,0
491,1,1
492,1,0
493,1,0
494,1,1
495,0,1
496,1,0
497,1,0
498,1,1
499,1,0
500,1,1
501,1,0
502,1,0
503,0,1
504,1,0
505,1,1
506,0,1
507,1,1
508,1,0
509,1,0
510,0,1
511,1,0
512,0,1
513,1,0
514,1,1
515,1,0
516,1,1
517,1,0
518,0,1
519,1,1
520,1,1
521,0,1
522,0,1
523,1,1
524,1,0
525,1,1
526,1,0
527,1,1
528,1,1
529,1,0
530,1,0
531,1,1
532,1,0
533,0,1
534,1,0
535,1,0
536,1,0
537,1,0
538,0,1
539,1,0
540,1,0
541,1,1
542,1,1
543,1,1
544,1,0
545,1,1
546,1,0
547,1,1
548,0,1
549,0,1
550,1,1
551,1,0
552,0,1
553,1,1
554,1,0
555,1,0
556,0,1
557,1,0
558,1,1
559,1,1
560,1,1
561,1,1
562,1,1
563,1,0
564,1,0
565,1,1
566,1,0
567,1,0
568,1,1
569,1,0
570,1,0
571,1,0
572,1,1
573,1,0
574,1,1
575,1,1
576,0,1
577,1,1
578,1,1
579,1,0
580,0,1
581,0,1
582,0,1
583,1,1
584,1,0
585,1,0
586,1,0
587,1,0
588,1,1
589,1,1
590,1,0
591,1,1
592,1,0
593,1,0
594,0,1
595,0,1
596,1,0
597,1,1
598,1,1
599,0,0
600,0,1
601,0,1
602,0,1
603,0,1
604,0,1
605,1,0
606,1,1
607,0,0
608,1,0
609,1,1
610,1,0
611,1,0
612,0,0
613,1,1
614,0,1
615,1,0
616,1,1
617,1,1
618,0,1
619,1,1
620,1,0
621,1,0
622,1,0
623,0,1
624,1,0
625,0,1
626,1,1
627,0,1
628,1,1
629,0,0
630,1,0
631,1,1
632,1,0
633,1,0
634,1,0
635,1,1
636,1,0
637,1,0
638,1,1
639,0,1
640,1,1
641,0,1
642,1,1
643,1,0
644,0,1
645,1,0
646,1,0
647,1,1
648,1,0
649,0,1
650,1,0
651,1,0
652,1,1
653,1,1
654,1,0
655,1,1
656,1,0
657,1,1
658,1,0
659,0,1
660,1,1
661,1,1
662,1,1
663,1,0
664,0,0
665,1,1
666,1,1
667,1,0
668,1,0
669,1,0
670,0,1
671,1,0
672,1,0
673,1,1
674,1,1
675,0,0
676,0,1
677,1,1
678,1,1
679,0,1
680,1,1
681,0,1
682,0,1
683,0,1
684,0,1
685,1,0
686,1,1
687,0,1
688,0,0
689,1,0
690,1,1
691,1,0
692,0,1
693,1,0
694,1,0
695,1,0
696,0,0
697,1,1
698,1,1
699,1,1
700,1,0
701,1,0
702,1,1
703,1,0
704,0,0
705,0,1
706,1,1
707,1,1
708,0,1
709,1,0
710,1,1
711,1,0
712,1,1
713,1,1
714,1,0
715,1,1
716,1,1
717,1,1
718,1,1
719,1,0
720,1,0
721,1,0
722,1,0
723,1,0
724,1,1
725,1,0
726,0,1
727,0,1
728,1,0
729,0,1
730,1,1
731,1,1
732,1,0
733,1,0
734,1,0
735,1,0
736,0,1
737,0,1
738,0,1
739,0,1
740,1,1
741,1,1
742,1,1
743,1,1
744,0,1
745,1,0
746,0,1
747,1,1
748,0,0
749,1,0
750,1,0
751,1,0
752,0,1
753,0,0
754,1,0
755,1,0
756,1,0
757,1,0
758,0,1
759,1,1
760,1,0
761,0,0
762,0,1
763,1,0
764,1,1
765,0,1
766,1,0
767,1,1
768,1,0
769,1,0
770,1,1
771,1,1
772,1,1
773,0,1
774,1,1
775,1,1
776,0,1
777,0,1
778,1,0
779,1,1
780,0,1
781,0,1
782,0,0
783,1,0
784,1,0
785,1,1
786,1,1
787,1,0
788,1,1
789,1,1
790,1,0
791,0,1
792,1,1
793,0,1
794,1,0
795,1,1
796,1,1
797,0,1
798,1,1
799,1,1
800,1,0
801,0,1
802,1,1
803,1,1
804,1,1
805,1,1
806,1,0
807,1,1
808,1,0
809,1,0
810,1,1
811,0,1
812,1,1
813,1,1
814,1,0
815,1,0
816,1,0
817,0,1
818,0,0
819,1,0
820,1,0
821,1,0
822,0,1
823,1,0
824,1,0
825,1,1
826,1,1
827,1,1
828,1,0
829,1,0
830,1,1
831,0,1
832,1,0
833,1,1
834,1,1
835,1,1
836,1,0
837,0,1
838,0,1
839,1,0
840,1,1
841,0,1
842,1,1
843,0,1
844,0,1
845,0,0
846,0,1
847,1,0
848,1,0
849,0,1
850,1,1
851,1,1
852,1,1
853,0,1
854,0,1
855,0,1
856,1,0
857,1,0
858,0,0
859,1,0
860,1,1
861,0,1
862,1,0
863,1,1
864,1,1
865,0,1
866,1,0
867,1,1
868,1,1
869,1,1
870,1,1
871,1,0
872,1,0
873,0,1
874,1,0
875,1,1
876,1,1
877,0,0
878,1,1
879,1,1
880,0,1
881,0,1
882,1,0
883,1,1
884,1,1
885,1,0
886,1,1
887,1,0
888,1,0
889,0,1
890,1,1
891,1,0
892,1,0
893,0,0
894,1,0
895,0,1
896,1,0
897,1,1
898,1,0
899,1,1
900,1,0
901,1,1
902,0,1
903,1,0
904,0,1
905,1,1
906,1,0
907,1,1
908,1,0
909,1,1
910,1,1
911,1,0
912,1,0
913,1,0
914,1,0
915,1,1
916,1,1
917,0,1
918,0,1
919,0,1
920,0,1
921,1,0
922,1,0
923,1,0
924,0,1
925,1,0
926,0,0
927,0,1
928,1,0
929,1,1
930,1,1
931,1,0
932,1,0
933,1,1
934,0,0
935,0,1
936,1,0
937,1,0
938,1,1
939,0,1
940,1,0
941,0,1
942,1,0
943,1,0
944,1,0
945,0,1
946,0,1
947,0,1
948,1,0
949,1,0
950,1,0
951,1,0
952,0,1
953,1,0
954,1,0
955,0,1
956,1,1
957,1,0
958,0,1
959,1,1
960,0,1
961,1,1
962,1,0
963,1,1
964,1,0
965,0,1
966,1,1
967,1,1
968,1,1
969,1,0
970,1,0
971,1,0
972,1,0
973,1,0
974,0,1
975,0,1
976,1,0
977,1,1
978,1,0
979,0,1
980,1,1
981,1,1
982,1,0
983,1,0
984,1,0
985,0,1
986,0,1
987,1,1
988,1,1
989,1,0
990,1,0
991,1,0
992,1,1
993,1,1
994,0,1
995,1,0
996,1,0
997,0,1
998,0,1
999,1,1
